Age,Attrition,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,MonthlyHours,TaxRate,OverallSatisfaction
42,0,1,9,2,4,1,2,5,8,4,5265,8,0,22,4,0,5,3,5,0,283.4623655913978,0.8002807070783704,3.4
30,0,2,5,1,3,0,3,1,4,4,9714,1,0,18,3,0,4,3,10,2,268.1340206185567,0.6265138990349495,3.2
24,0,2,18,3,1,0,3,1,4,3,2296,1,0,14,3,0,3,2,1,4,318.8,0.9039732329569218,2.4
42,0,2,1,4,4,0,3,1,3,4,2058,3,0,14,4,2,1,3,6,3,120.93406593406593,0.812994093593821,3.6
36,0,2,7,3,2,0,3,3,4,1,4485,2,0,17,3,1,2,3,8,0,318.4237288135593,0.7612710917123543,2.4
30,0,2,2,4,4,0,3,2,5,1,21602,7,0,13,4,0,2,3,8,2,400.037037037037,0.0,3.0
49,0,2,3,3,4,0,3,4,11,4,6384,3,0,14,1,0,2,3,7,9,276.16470588235296,0.7280395331004516,3.0
43,0,2,1,4,1,0,3,3,6,2,20933,1,0,12,1,3,3,3,1,8,317.1666666666667,0.0,2.0
37,1,2,2,3,1,0,1,5,9,2,2493,2,1,16,1,0,2,3,10,10,45.58510638297872,0.41820303383897317,1.6
27,0,3,10,3,1,1,3,1,4,3,2863,6,0,13,1,1,2,2,1,2,310.0,0.8350806451612903,2.0
39,0,2,2,1,1,1,3,1,4,4,8376,1,1,13,3,0,3,3,2,3,538.0625,0.5135323498664188,2.8
36,0,2,7,2,3,0,2,1,3,4,5507,1,0,18,4,1,1,2,4,0,122.42857142857143,0.2860106314015299,3.0
32,0,3,1,4,1,0,4,4,8,4,5332,2,0,22,3,0,3,2,5,4,461.54285714285714,0.6699269530766374,2.8
50,0,2,15,3,1,0,2,3,1,3,25800,1,0,13,4,2,1,3,5,15,322.5,0.0,2.6
37,0,2,8,3,3,1,3,2,5,2,4107,5,0,21,3,1,3,3,10,4,497.05555555555554,0.8469878171454118,2.8
29,0,2,21,4,1,1,1,2,5,3,3987,6,0,19,3,1,5,3,6,2,173.78125,0.28304261823413057,2.2
32,0,2,20,3,4,1,3,1,4,2,5175,1,0,13,3,0,2,2,5,2,431.7959183673469,0.755411664618584,2.8
45,0,2,19,3,4,1,1,3,5,3,3840,3,0,13,3,1,2,1,5,3,48.0,0.0,2.4
46,1,2,7,3,1,1,3,1,3,3,8926,1,1,16,4,1,2,3,9,3,257.6,0.3699887069452287,2.8
38,0,2,1,2,3,0,2,4,6,3,6553,7,1,12,4,0,3,3,1,1,197.88888888888889,0.6320606400898372,3.0
26,1,2,20,3,1,0,3,3,6,3,2305,3,0,12,1,0,3,3,3,0,347.09090909090907,0.8993801292125022,2.2
37,0,2,3,4,4,0,3,5,8,4,9358,4,1,12,1,1,2,4,1,2,267.37142857142857,0.0,3.2
32,1,2,16,3,1,1,3,2,5,1,6162,5,0,15,3,0,3,3,14,2,384.15942028985506,0.7675331044629721,2.2
43,0,3,14,3,3,1,3,2,5,2,2455,0,0,11,4,1,5,3,8,8,154.4375,0.801295022258195,3.0
24,0,2,29,4,4,0,3,1,3,3,2293,9,0,12,2,0,2,3,2,7,161.3768115942029,0.7940727436012573,3.0
25,0,2,2,4,1,0,2,4,9,4,8639,2,0,16,3,0,3,3,2,8,282.3205128205128,0.6076926570092185,2.6
32,0,2,28,3,4,0,4,4,5,4,9679,3,1,18,3,1,1,3,1,11,221.45283018867926,0.1753429326062878,3.6
30,0,2,1,4,1,1,3,3,11,4,6118,2,1,18,1,2,2,3,10,2,145.9625,0.47606405754902803,2.4
25,0,3,7,3,1,0,4,2,5,1,1118,2,0,16,4,1,4,2,1,7,27.240963855421686,0.5055285272003538,2.4
36,1,2,13,3,1,0,3,2,5,2,6842,5,0,11,1,0,2,1,5,3,342.84313725490193,0.608693165570489,1.6
35,0,2,8,2,2,1,4,2,5,3,2022,1,0,21,3,2,3,3,10,8,240.52173913043478,0.9086225596529284,3.0
32,0,2,26,2,3,0,2,2,4,4,6735,3,1,13,4,1,2,1,0,1,230.4673913043478,0.682356270339103,2.8
50,1,1,6,1,2,1,3,1,4,1,6347,2,0,11,3,0,3,3,18,2,206.04819277108433,0.6288738159279617,2.4
30,0,2,3,1,1,1,3,4,9,3,11416,3,0,12,4,1,4,3,8,9,299.9230769230769,0.26801744036932545,2.8
39,0,2,9,4,1,0,3,2,4,4,9613,1,1,12,4,1,5,2,18,4,196.6195652173913,0.46857206036817955,2.8
46,1,3,28,3,4,0,2,3,5,1,5772,4,1,13,2,1,4,3,9,2,425.28205128205127,0.6519956589895092,2.4
24,0,2,21,4,1,0,2,2,5,4,3567,3,1,12,4,2,2,4,6,4,88.79545454545455,0.08702329152802663,3.0
43,1,2,17,3,3,1,2,1,4,3,9985,9,1,16,4,1,1,3,1,0,410.1842105263158,0.3594020658240842,3.0
22,0,2,23,2,4,0,3,3,5,3,2323,3,1,16,4,0,6,3,2,0,144.8875,0.7995858856008973,3.4
28,1,2,2,3,3,1,2,1,2,3,22052,1,0,13,4,0,3,2,1,2,450.0408163265306,0.0,2.8
40,0,2,3,3,3,1,2,1,4,3,25326,1,1,15,4,1,2,2,20,1,320.5822784810127,0.0,2.8
32,0,2,4,4,3,0,3,2,4,3,2690,1,1,11,2,0,2,3,10,6,62.02298850574713,0.5014825796886583,2.8
39,0,2,7,3,1,0,3,3,3,1,20308,1,0,18,1,1,3,3,2,9,209.36082474226805,0.0,1.8
46,0,2,10,3,2,0,2,2,5,4,4317,3,0,14,3,0,2,2,3,7,93.84782608695652,0.0,2.6
32,0,1,1,2,1,0,3,1,4,1,4707,2,0,22,4,1,2,4,4,2,116.6,0.5514579759862779,2.6
36,0,2,27,3,3,0,3,2,6,3,5810,6,0,13,2,2,2,2,10,7,176.35106382978722,0.6495143874042348,2.6
36,0,3,9,1,4,0,3,1,2,1,6499,1,0,11,1,0,3,3,6,2,390.4074074074074,0.6917275400815862,2.4
31,1,3,8,1,3,0,3,1,3,3,3479,1,0,12,4,0,2,3,5,0,169.45,0.7433608734139864,3.2
39,0,2,2,1,2,0,4,2,5,2,2086,3,0,12,4,0,6,3,1,2,332.0892857142857,0.8878313706511803,3.0
26,0,2,10,3,4,0,3,1,2,2,4306,1,0,14,4,2,5,3,0,2,216.46987951807228,0.7603383981744309,3.2
36,0,3,10,3,4,1,3,2,5,3,2153,1,1,14,3,1,2,3,10,14,141.5287356321839,0.8251441565824738,3.2
22,0,2,2,3,1,0,2,2,7,1,2328,3,0,12,4,0,2,3,4,2,287.4516129032258,0.8693749298619684,2.2
34,0,2,16,3,4,1,3,4,9,4,2579,5,1,22,3,1,2,3,8,13,96.8,0.6669679752066116,3.4
42,0,2,9,3,4,0,2,3,6,2,5087,1,0,14,2,0,2,4,0,7,383.7826086956522,0.7118500056644387,2.8
29,1,2,6,3,3,1,4,1,3,1,2319,1,1,21,3,2,1,3,8,0,54.682539682539684,0.32685050798258347,2.8
35,0,2,6,3,3,0,2,1,4,3,2781,1,1,14,4,1,5,3,14,1,566.3589743589744,0.8740945309670409,3.0
32,0,3,29,3,1,1,2,4,9,4,2743,3,0,12,3,1,2,2,2,0,394.67857142857144,0.8758935842910144,2.4
35,0,2,1,3,3,1,4,1,7,3,6004,1,0,13,4,1,3,4,2,6,162.27027027027026,0.0,3.6
32,0,2,2,4,2,0,3,1,3,3,6209,1,0,14,4,1,4,4,10,2,262.3623188405797,0.6570181737833508,3.2
36,0,2,1,2,4,1,3,4,8,4,6652,2,0,15,2,1,2,2,6,8,197.55714285714285,0.5189818497360619,3.0
40,0,2,7,1,2,0,1,5,11,3,2741,1,0,22,2,2,2,3,7,16,368.8,0.8648688621573654,2.2
30,0,2,27,3,2,0,1,2,1,1,2141,0,0,21,2,1,3,2,6,3,524.6153846153846,0.8953567937438905,1.6
53,0,2,2,4,3,1,3,1,4,3,12549,2,0,14,2,3,2,3,12,3,145.66326530612244,0.1209106830122592,2.8
45,0,1,6,1,4,1,2,1,7,2,5593,1,0,11,4,0,2,3,15,0,177.4022988505747,0.6376182454321627,3.0
46,0,3,2,4,3,1,3,2,6,4,6163,1,0,11,4,0,3,4,2,11,107.41836734693878,0.4145530540514867,3.6
34,0,3,8,3,2,0,4,2,3,3,5063,2,0,12,1,0,2,4,8,3,124.73170731707317,0.504986312084474,2.8
25,0,2,24,4,2,0,4,3,6,4,3458,3,0,15,3,0,5,3,2,3,83.97916666666667,0.14214835028528902,3.2
51,1,3,24,2,1,1,3,1,3,4,7484,1,0,16,4,0,1,3,13,2,105.78350515463917,0.2706363902153786,3.0
42,0,1,2,2,2,0,1,2,2,3,6272,0,0,13,1,0,3,3,20,7,269.30434782608694,0.4937035841136584,2.0
33,0,2,14,3,4,0,3,1,4,2,4673,1,0,13,4,1,2,3,3,7,64.90277777777777,0.0,3.2
28,0,3,4,3,1,0,4,1,4,1,6834,2,0,16,1,1,2,4,7,2,147.31034482758622,0.20014044943820225,2.2
27,0,2,2,4,2,1,2,1,4,4,2534,8,0,20,2,1,4,4,1,2,81.37755102040816,0.6822570532915361,2.8
50,1,2,1,2,2,0,2,3,7,1,2326,9,0,14,4,1,2,3,12,6,153.54945054945054,0.8335361053460245,2.4
32,0,3,4,1,3,1,3,1,3,2,4998,1,0,13,3,0,2,1,8,2,252.19607843137254,0.6114134660239465,2.4
30,0,1,2,1,1,1,2,1,4,4,4050,0,0,12,4,0,3,3,8,3,130.41666666666666,0.13738019169329074,2.8
39,1,2,1,4,1,0,2,1,4,1,4534,6,0,13,3,0,6,1,8,7,75.68,0.4008985200845666,1.6
34,0,1,9,3,4,0,3,1,4,2,5304,1,0,16,4,0,3,2,5,7,119.0,0.5497835497835498,3.0
19,0,2,2,3,3,0,3,1,2,3,2121,1,0,19,1,0,2,3,1,2,427.4516129032258,0.8399366085578447,2.6
40,0,3,6,3,3,1,4,1,3,4,7102,0,0,18,1,1,3,3,18,7,221.29508196721312,0.47388695458922886,3.0
30,0,2,11,4,4,1,3,1,3,3,20232,7,1,11,3,1,5,3,5,2,470.51162790697674,0.0,3.2
35,0,3,15,2,3,1,2,4,11,3,3525,1,0,24,1,1,1,3,15,10,207.04615384615386,0.7380740080249666,2.4
56,0,2,1,3,2,0,3,2,4,2,7346,1,0,17,2,2,4,3,7,4,298.74242424242425,0.6274281077242988,2.4
35,0,3,3,2,3,0,3,1,7,4,2243,0,0,19,3,1,3,1,9,2,48.28409090909091,0.4721110849611673,2.8
30,1,2,24,3,2,1,4,4,5,2,9419,4,1,16,4,0,2,2,10,0,170.71,0.4482455626501084,2.8
36,0,2,2,1,4,0,3,1,3,2,4668,0,0,13,3,3,2,3,7,2,51.134020618556704,0.05887096774193548,3.0
33,0,1,15,4,3,0,3,2,6,4,2008,5,0,18,2,1,2,3,1,1,486.52941176470586,0.878612017893846,3.0
37,1,1,8,4,2,0,1,1,3,1,4759,1,1,11,4,0,2,2,1,7,61.8051948051948,0.0,2.0
43,0,2,20,3,3,0,4,1,4,3,10798,0,0,17,4,0,5,2,1,0,243.17977528089887,0.5010858014138521,3.2
21,0,2,1,2,4,0,3,1,7,1,22957,6,0,12,3,0,2,4,4,6,521.75,0.0,3.0
34,0,2,15,3,3,0,3,1,4,4,1102,1,0,19,1,0,3,3,1,5,377.8833333333333,0.9513959334891722,2.8
32,0,2,1,2,4,1,3,1,3,2,4077,1,0,13,3,0,2,2,6,8,53.64473684210526,0.0,2.8
28,0,2,1,4,3,1,3,1,4,2,3591,1,0,17,2,0,3,3,3,1,215.80459770114942,0.8087350199733688,2.6
52,0,1,24,2,3,0,4,3,6,4,4258,3,1,16,2,1,2,1,4,3,281.95180722891564,0.8180497393385181,2.8
40,0,2,3,3,4,1,2,3,1,3,6513,2,1,14,3,0,3,3,5,4,502.79487179487177,0.6678565964608089,3.0
45,0,2,17,4,4,0,1,1,3,3,6217,1,0,15,3,3,3,4,0,2,213.6290322580645,0.5306153265383163,3.0
21,0,2,3,3,1,0,3,3,8,3,2380,2,0,11,4,0,2,3,2,2,433.66037735849056,0.8964497041420119,2.8
38,1,2,1,3,1,1,3,1,2,3,2619,3,0,15,4,1,2,4,0,2,171.16304347826087,0.8336826062107068,3.0
27,0,2,23,3,3,0,2,2,5,4,4478,7,1,19,3,1,3,2,5,2,456.0851063829787,0.7910990856503078,2.8
50,0,3,13,3,2,0,4,2,6,1,5696,5,0,18,3,2,2,2,9,0,59.95789473684211,0.0,2.4
35,0,2,1,3,1,0,3,2,1,4,8020,1,1,22,2,1,2,3,11,8,329.6060606060606,0.26266433759308633,2.6
37,0,2,8,3,2,0,3,3,5,4,4071,1,0,14,4,0,4,3,5,8,362.5348837209302,0.7388543203540958,3.2
38,0,3,5,3,3,0,2,1,3,3,6077,3,0,14,4,0,2,3,6,2,88.58888888888889,0.2378025837200552,3.0
26,0,2,1,3,1,0,4,2,5,1,6272,1,0,22,1,1,5,3,5,8,454.5,0.7125045837917126,2.0
22,0,2,2,1,1,1,3,1,3,2,16632,9,0,12,4,1,6,3,1,2,415.8,0.0,2.6
34,0,2,6,3,2,1,4,1,3,4,22002,3,0,12,2,0,3,3,8,0,400.03636363636366,0.0,3.0
27,0,2,1,3,1,1,3,1,4,4,6142,7,0,12,3,1,2,2,5,5,137.90540540540542,0.39813816756491915,2.6
36,0,2,7,4,2,1,2,2,1,3,5647,2,0,17,3,0,3,3,3,0,411.2647058823529,0.5961524708574698,2.6
53,0,2,10,4,3,0,3,1,2,3,10448,1,1,19,4,1,2,3,2,1,211.60919540229884,0.4324823465507876,3.2
30,0,3,25,2,4,0,3,2,5,3,2285,7,1,12,2,1,2,4,1,2,71.4,0.623496457406492,3.2
27,1,2,1,3,4,1,2,1,3,3,9571,0,1,14,4,0,2,1,7,2,154.3709677419355,0.0,2.8
22,0,2,21,3,4,1,3,1,3,4,2871,7,0,20,1,1,5,3,0,2,249.80327868852459,0.8115894474340465,3.0
28,0,3,1,3,3,0,3,2,6,4,9060,4,0,17,4,1,2,3,2,3,174.23076923076923,0.0,3.4
23,0,2,11,3,3,0,3,5,8,2,3989,3,0,15,2,0,2,3,5,4,321.75471698113205,0.7660822142731484,2.6
31,0,2,9,3,3,0,3,1,4,3,6410,5,0,18,2,1,1,3,2,2,127.71428571428571,0.34817978442139513,2.8
36,0,2,6,3,4,1,3,1,3,1,2994,2,1,13,3,0,2,3,1,13,52.86440677966102,0.04007694773966015,2.8
30,0,1,2,3,4,0,3,2,5,4,1274,1,1,17,1,1,2,3,1,9,83.13698630136986,0.790080738177624,3.0
37,1,3,7,3,3,0,3,1,2,4,2793,1,1,21,2,1,2,3,10,2,253.56565656565655,0.8887383978010597,3.0
33,0,1,1,3,3,1,3,3,1,3,15397,4,1,14,4,0,2,4,6,0,190.08641975308643,0.0,3.4
35,0,1,3,3,3,0,3,4,9,2,2024,8,0,12,4,1,1,4,2,12,223.13725490196077,0.8221441124780317,3.2
33,0,3,3,4,1,1,4,1,3,4,13421,1,0,22,2,1,2,3,6,7,163.67073170731706,0.0,2.8
29,1,3,20,3,2,0,1,2,5,3,6294,3,1,11,3,1,5,3,3,2,349.1267605633803,0.7460868162013877,2.4
43,1,2,23,3,2,1,3,3,7,1,4081,9,1,15,3,3,3,3,20,2,268.2093023255814,0.6461458423653863,2.4
29,0,2,27,2,4,1,3,1,4,2,2109,2,0,15,4,0,2,3,1,2,60.11578947368421,0.6307126597793732,3.2
36,0,2,5,2,2,1,3,2,7,2,9278,8,1,22,4,1,3,3,5,2,130.3125,0.11002398081534773,2.8
34,0,2,8,1,2,0,2,1,2,4,21437,0,0,19,4,0,0,2,9,2,243.60227272727272,0.0,2.8
28,0,2,2,1,3,0,3,1,2,2,2207,1,0,18,1,1,5,3,4,0,242.13888888888889,0.8734082826660549,2.4
25,0,2,4,2,3,0,3,1,3,4,2889,1,0,12,3,1,2,3,2,0,145.46666666666667,0.7351970669110908,3.2
34,0,3,2,4,2,0,3,5,9,1,22822,3,0,12,4,0,4,2,5,2,274.96385542168673,0.0,2.4
25,1,2,1,2,1,1,2,3,3,3,2096,9,1,13,4,0,2,3,2,0,196.87755102040816,0.8913651912511662,2.6
42,0,2,1,3,4,0,2,5,10,3,4434,1,0,12,2,1,3,3,5,7,331.5593220338983,0.7733360597075963,2.8
28,0,2,9,1,2,1,3,2,5,3,5829,1,0,20,1,0,3,2,9,5,109.35714285714286,0.23853690398432398,2.2
49,1,2,27,2,2,0,4,2,5,3,10339,4,1,12,4,0,2,3,9,4,134.27272727272728,0.0,3.2
45,0,2,1,4,2,0,3,2,1,2,2132,6,0,12,2,1,3,2,5,5,241.55384615384617,0.8642124705432775,2.2
34,0,3,10,3,3,0,3,3,8,4,21072,2,0,25,2,0,5,4,10,2,329.25,0.0,3.2
36,0,2,3,2,4,0,3,1,7,2,5237,3,1,11,3,1,3,4,7,3,397.36842105263156,0.76878587196468,3.2
40,0,1,13,1,2,1,3,1,4,4,13194,3,0,18,1,0,2,3,1,2,325.3018867924528,0.23473116408560987,2.6
28,0,2,5,2,4,1,3,2,3,2,2585,8,0,16,4,0,5,4,1,11,160.40322580645162,0.7400703871292107,3.4
34,0,3,1,3,4,0,3,1,4,4,7756,1,0,12,2,0,1,3,6,12,378.1190476190476,0.5116176563188716,3.2
32,0,1,8,3,1,0,3,2,1,2,23814,4,0,21,3,1,2,4,3,0,432.9818181818182,0.0,2.6
46,0,2,10,1,4,1,2,2,5,2,4615,1,1,14,1,2,2,3,16,7,304.2564102564103,0.6110736558233608,2.4
30,0,3,8,5,4,1,3,2,6,3,2422,2,1,17,1,0,2,3,3,0,319.5507246376812,0.8901537484693184,2.8
28,0,2,20,3,4,0,3,2,5,3,2080,8,0,15,3,0,2,3,0,3,466.66,0.9108558693695624,3.2
31,0,3,1,4,1,1,2,2,1,3,2689,1,0,18,3,1,1,4,4,5,81.33333333333333,0.3517357762777242,2.6
36,0,2,8,1,3,1,3,2,5,4,5410,0,0,19,2,1,2,3,16,2,285.8095238095238,0.7746584471842719,3.0
21,1,2,2,2,1,0,2,1,7,4,3447,1,0,12,3,0,2,4,3,0,354.5576923076923,0.8130389976677334,2.8
26,0,2,24,3,1,0,1,1,3,3,2104,2,0,14,3,0,2,3,7,2,58.51020408163265,0.2661318451342867,2.2
48,0,2,9,3,3,0,3,2,3,1,5486,1,0,11,3,2,3,3,2,9,166.84848484848484,0.5018162005085361,2.6
35,1,2,5,3,4,0,3,1,2,3,6883,1,1,13,2,0,3,3,7,0,269.11764705882354,0.24775956284153006,3.0
46,1,2,3,1,2,0,3,2,1,3,10022,0,1,19,1,1,3,4,8,2,318.97058823529414,0.07588750576302443,2.6
39,0,1,7,3,3,0,3,3,6,1,6782,8,0,16,1,1,2,2,5,0,215.3953488372093,0.26776074282012524,2.0
54,0,2,2,2,4,1,1,5,8,3,6992,4,0,14,4,1,4,3,9,9,184.24137931034483,0.3456859442260902,3.0
35,0,2,10,4,3,1,3,1,4,3,4487,3,0,22,2,2,3,2,5,3,162.1315789473684,0.27170913812692743,2.6
36,0,2,9,2,2,0,3,1,4,4,5079,2,0,19,4,2,3,4,7,2,201.30985915492957,0.6446512278737844,3.4
56,0,2,10,3,3,1,3,1,3,1,2066,6,0,20,2,1,2,3,3,4,180.23469387755102,0.8830323274641907,2.4
37,0,2,2,1,2,1,3,2,5,4,8346,4,1,13,3,0,2,4,3,5,108.3896103896104,0.0,3.2
34,0,2,1,4,3,1,1,3,6,4,5714,3,0,20,3,1,3,4,11,0,222.4673913043478,0.720818879171349,3.0
29,0,3,10,3,2,0,3,1,3,4,1091,1,0,20,1,1,3,2,1,2,212.0222222222222,0.8856513992244,2.4
46,1,2,24,4,1,0,3,3,5,1,5843,6,1,13,2,0,2,2,4,2,88.53030303030303,0.0,1.8
41,1,3,2,3,3,0,2,1,2,4,9355,7,0,14,3,0,5,4,8,0,132.0222222222222,0.21267463390001684,3.2
32,0,3,9,1,3,0,3,3,1,2,3068,1,0,25,4,1,2,4,7,8,436.1818181818182,0.7868556342920662,3.2
38,0,2,10,4,4,0,2,2,5,4,24223,2,1,14,3,3,2,3,3,0,275.2613636363636,0.0,3.2
58,0,2,1,2,2,0,2,2,6,3,2479,1,0,12,2,0,4,2,1,3,313.77777777777777,0.8244334277620397,2.2
25,0,2,17,2,4,0,2,1,3,2,3669,1,0,21,4,1,2,3,3,0,96.80851063829788,0.5968131868131868,3.0
36,0,2,16,4,3,1,4,2,1,3,5775,1,1,19,3,0,2,4,10,10,105.609375,0.14558366622281402,3.4
34,0,2,9,5,4,0,3,2,3,3,4941,3,1,13,2,1,2,3,8,7,272.59722222222223,0.7482549549090538,3.0
31,0,1,1,5,2,1,3,1,4,4,6932,1,0,12,4,1,2,2,9,9,182.38095238095238,0.09503916449086162,3.0
38,0,2,7,4,1,0,4,2,1,3,5118,4,0,17,4,1,2,3,1,2,66.46753246753246,0.0,3.0
27,0,2,16,1,2,0,3,1,4,4,2517,1,0,12,2,1,2,2,5,0,115.48484848484848,0.3395434269220677,2.6
35,0,1,2,1,2,1,3,3,1,3,4148,5,1,18,2,0,2,2,14,2,229.2906976744186,0.7896445052994574,2.4
42,0,3,9,4,3,0,3,1,3,1,20520,1,0,20,2,2,2,3,2,3,218.29787234042553,0.0,2.4
35,1,1,14,4,3,0,2,1,3,2,5762,1,1,24,4,1,6,1,7,2,258.3076923076923,0.4280325590629343,2.4
44,0,3,19,3,3,0,3,2,1,3,2342,3,0,17,1,3,2,2,5,3,311.6823529411765,0.9115992903785906,2.4
30,0,2,2,4,1,1,4,2,1,1,11916,6,1,12,4,0,2,3,9,7,347.8,0.5431857389304198,2.6
32,1,2,24,3,3,1,2,1,3,3,10422,5,1,14,2,0,3,3,14,2,258.94,0.19502587472001237,2.6
38,1,2,12,3,3,1,4,1,2,2,5343,1,0,15,4,0,2,3,10,0,282.46666666666664,0.7898277082841634,3.2
37,0,2,16,2,4,1,4,1,3,4,2115,1,1,13,2,2,3,2,17,0,76.29166666666667,0.7112233752048062,3.2
33,1,1,6,4,2,1,1,2,5,3,5147,4,1,18,2,0,2,2,11,7,272.88157894736844,0.7518202420560297,2.0
33,0,2,4,1,3,0,2,2,5,1,2500,1,0,12,1,0,2,4,3,2,208.66666666666666,0.8622893026330285,2.2
45,0,1,3,4,1,0,3,2,5,2,4385,3,1,16,4,0,2,3,10,4,209.72727272727272,0.7888070124741126,2.6
